CRS,Tiploc,Description,Stannox
BIA,BSAUKLD,BISHOP AUCKLAND,15826
,BSAUWEA,BISHOP AUCKLAND WEST,15827
,BSAUWCP,WOLSINGHAM COAL HANDLING P,15828
SHD,SHDN,SHILDON,15831
NAY,NWTA,NEWTON AYCLIFFE,15833
HEI,HGHNGTN,HEIGHINGTON,15834
,HGHNMPS,MERCHANT PARK SIDINGS,15835
NRD,NTRD,NORTH ROAD,15846
,NTRDST,DARLTN HOPETOWN ISU (S&TE),15848
,DLTNUSG,DARLINGTON UP S.S. (GBRF),15861
,DLTNUSF,DARLINGTON UP SDGS (FLHH),15862
,DLTNS,DARLINGTON SOUTH JN.,15863
,DLTNUS,DARLINGTON UP S.S.,15864
,DLTNN,DARLINGTON NORTH JN.,15865
DAR,DLTN,DARLINGTON,15866
,DLTNDPL,DARLINGTON STH DN PASS LP,15867
,DLTNDS,DARLINGTON DOWN SIDINGS,15868
,DLTNUPL,DARLINGTON UP STA LOOP,15870
,DLTNPKL,DARLINGTON PARK LANE,15871
,DLTNDBP,DARLINGTON DOWN BYPASS,15872
,DLTNCBE,CLEVELAND BRIDGE & ENG,15873
,DLTNECX,EAST COWTON XOVERS,15874
,NLRTDBW,DANBY WISKE,15875
YRM,YAAM,YARM,15876
,PICTON,PICTON,15877
,NLRTREV,NORTHALLERTON REV LINE,15878
,LNLNSB,LONG LANE S.B.,15879
,NLRTEJN,NORTHALLERTON EAST JN,15880
,LOWGATS,LOW GATES L.C.,15881
,BOROBDR,BOROUGHBRIDGE RD. L.C.,15882
NTR,NLRTN,NORTHALLERTON,15883
,NLRTNCH,CASTLE HILLS LOOP,15884
,LNGLNDJ,LONGLANDS JN,15885
,NLRTNUS,NORTHALLERTON UP SDGS,15886
,NLRT478,NORTHALLERTON SIGNAL 478,15887
,NLRT691,NORTHALLERTON SIG. 691,15888
,NLRTWDR,NORTHALLERTON WENSLEYDALE,15901
,TESTSCR,SCRUTON (TEST),15902
,TESTLEE,LEEMING BAR (TEST),15903
,TESTBED,BEDALE (TEST),15904
,TESTWEN,WENSLEY (TEST),15905
,TESTRED,REDMIRE (TEST),15906
,REDMTMC,REDMIRE TARMAC,15907
,REDMGBF,REDMIRE GBRF,15909
THI,THIRSK,THIRSK,16001
,THIREWS,THIRSK SIDINGS EW&S,16002
,TOLEPIL,PILMOOR,16003
,PILMAP,PILMOOR APCO,16004
,TOLERTN,TOLLERTON JN,16005
,TOLE673,TOLLERTON SIGNAL GPL673,16006
HBP,HRNBPK,HORNBEAM PARK,16101
HGT,HAGT,HARROGATE,16102
,HAGTMRD,HARROGATE SDGS,16103
,HAGT138,HARROGATE SHUNT SIG LH4138,16104
,HAGTDSG,HARROGATE DOWN SIDING,16105
,HAGT63,HARROGATE GROUND SIGNAL 63,16106
,HAGT56,HARROGATE SIGNAL 56,16107
,HAGT22,HARROGATE SIGNAL 22,16108
SBE,STARBCK,STARBECK,16109
KNA,KNRSBGH,KNARESBOROUGH,16113
,CATTHOP,HOPPERTON,16115
CTL,CATTAL,CATTAL,16116
HMM,HAMERTN,HAMMERTON,16118
,HSSY,HESSAY,16121
POP,POPLTON,POPPLETON,16124
SCA,SCARBRO,SCARBOROUGH,16201
,SCARLRE,LONDESBOROUGH RD ES,16202
,SCAREXS,SCARBOROUGH EXCURSION SDGS,16203
,SCARTMD,SCARBOROUGH TMD,16204
,SCAR191,SCARBOROUGH SIG YS6191,16205
,SEAM221,SEAMER SIG SR221,16214
SEM,SEAMER,SEAMER,16215
,SEAMRUS,SEAMER UP SIDINGS,16216
,SEAM140,SEAMER SIG SR140,16217
,SEAMWEV,WEAVERTHORPE LC,16222
,MALTKNA,KNAPTON,16228
MLT,MALTON,MALTON,16232
,MALTKKA,KIRKHAM ABBEY SB,16233
,MALTBTH,BARTON HILL,16234
,YORKSTB,STRENSALL SB,16235
,YORKHAX,HAXBY,16239
,YORKBOT,BOOTHAM,16245
,SKELBRO,BENINGBROUGH,16401
,SKELTNB,SKELTON BRIDGE JN.,16403
,YORKNRM,YORK N.R.M.,16409
,YORKWRD,YORK EWS STABLING POINT,16412
XYK,YORKTPE,YORK SIEMENS TRANS SYSTEMS,16413
,YORKLIP,YORK FUELLING POINT,16414
,YORKSCA,YORK SCARBOROUGH BRIDGE JN,16415
YRK,YORK,YORK,16416
,YORK252,YORK YARD NORTH RS SIG 252,16417
,YORKUPA,YORK UP ARRIVALS FHH,16420
,SKELTON,SKELTON JN. (YORK),16421
,YORKYN,YORK YARD NTH R.S.,16422
,YORKYNF,YORK YARD NORTH (FHH),16423
,YORKNRA,YORK WAREHOUSE NRM ANNEXE,16424
,YORKEGT,YORK ENGINEERS TRIANGLE,16425
,YORKPSG,YORK PARCELS SIDINGS,16426
,YORKPSP,YORK PARCEL SPUR,16427
,YORKOTM,YORK SKELTON OTM SIDINGS,16428
,YORKCRW,YORK THRALL EUROPA,16429
,YORKEY,YORK ENGINEERS YARD,16431
,YORKLRD,YORK LEEMAN RD SIDINGS,16435
,YORKCON,YORK CONCRETE YD ISU (CE),16436
XYS,YORKYS,YORK YARD STH S.S.,16441
,YORKURS,YORK R.S. (UP RECP.),16442
,YORKFAS,YORK GR SHED,16443
,YORK241,YORK SIG Y241,16444
,YORK246,YORK SIG Y246,16444
,YORKYSJ,YORK YARD SOUTH JN,16444
,YORKYSF,YORK YARD SOUTH (FHH),16445
,YORKHLJ,YORK HOLGATE JCN,16446
,YORKHLG,YORK LOOP (HOLGATE),16447
,YORKFHH,YORK HOLGATE SIDING (FLHH),16448
,YORKGBF,YORK HOLGATE SIDING (GBRF),16449
,YORKYSC,YORK YARD SOUTH COLAS RAIL,16451
,YORK656,YORK SIG Y656,16453
,YORK623,YORK SIG Y623,16454
,COLTONJ,COLTON JN,16460
,COLTONN,COLTON NORTH JN,16461
,HAMBRYV,RYTHER VIADUCTS,16465
,HAMBLNJ,HAMBLETON NORTH JN,16470
,HAMBLSJ,HAMBLETON SOUTH JN.,16471
,TEMPLHJ,TEMPLE HIRST JN.,16480
,COLTONS,COLTON SOUTH JN,16491
ULL,ULESKLF,ULLESKELF,16493
CHF,CHFN,CHURCH FENTON,16495
,CHFNNJN,CHURCH FENTON NORTH JN,16496
SIE,SHBN,SHERBURN-IN-ELMET,16497
,SHBNSJN,SHERBURN JN.,16498
,MILF235,MILFORD SIGNAL M5235,16500
,MILFCDS,MILFORD DOWN SIDINGS,16501
,MILFDWS,MILFORD WEST SIDINGS,16502
,MILFDY,MILFORD JN.,16503
,MILFCW,MILFORD C & W SIDINGS,16504
,MILFLOP,MILFORD LOOP,16506
,GSCG926,GASCOIGNE WOOD SIG 5926,16507
,GSCGDBS,GASCOIGNE WOOD DOWN (DBS),16508
,GWSYBAG,GASCOIGNE WOOD BARDON AGG.,16509
,GWSYFHH,GASCOIGNE WOOD UP (FHH),16510
,GWSYBKR,GASCOIGNE WOOD SIDINGS,16511
,GSCGDL,GASCOIGNE WOOD DOWN LOOP,16512
,GSCGFHH,GASCOIGNE WOOD DOWN (FHH),16513
,HAMBLWJ,HAMBLETON WEST JN.,16514
,HAMBLEJ,HAMBLETON EAST JN,16515
,GSCGHAG,HAGG LANE CROSSING,16516
,SELBYWJ,SELBY WEST JN,16517
,SELBYCJ,SELBY CANAL JN,16518
,SELBBRA,SELBY BRAYTON SDG (ETRU),16519
,SELBGBF,SELBY (GB RAILFREIGHT),16520
,SELBUSD,SELBY UP SIDINGS,16521
,SELBYFD,SELBY F.D. VIKING SH,16522
SBY,SELBY,SELBY,16523
,SELBMYE,SELBY POTTER GROUP,16524
,SELBAR,BARLBY LOOPS,16525
,SELBFHH,SELBY POTTER GROUP (FLHH),16526
,SELBBNJ,BARLBY NORTH JN,16528
,GSCGGBR,GASCOIGNE WOOD SDGS GBRF,16529
,GSCGNWJ,GASCOIGNE WOOD JN.,16591
SOM,SMILFD,SOUTH MILFORD,16595
,PECKFSB,PECKFIELD CROSSOVER,16601
MIK,MCKLFLD,MICKLEFIELD,16602
EGF,EGRFRTH,EAST GARFORTH,16603
GRF,GARFRTH,GARFORTH,16604
,FERYGGB,FERRYBRIDGE PS GYPSUM GBRF,16707
,FERYGBF,FERRYBRIDGE PWR STN GBRF,16708
,FERYFHH,FERRYBRIDGE C PWR STN FLHH,16709
,FERYBDG,FERRYBRIDGE NORTH JN,16710
,FERYHS,FERRYBRIDGE H.S.,16711
,FERYBPS,FERRYBRIDGE POWER STATION,16712
,FERYRD,FERRYBRIDGE NP REPAIR DP,16713
,FERYLD,FERRYBRIDGE NP LOCO DEPOT,16714
,FERY624,FERRYBRIDGE SIG 624,16715
PFR,PTFTBHL,PONTEFRACT BAGHILL,16722
,WHWDJN,WHITWOOD JN,16909
CFD,CASTLFD,CASTLEFORD,16912
,CAS5209,CASTLEFORD SIGNAL CD5209,16913
,CONOKIL,KILDWICK,17007
CEY,CONONLY,CONONLEY,17008
SON,STEETON,STEETON & SILSDEN,17009
,KEIGHSJ,KEIGHLEY STATION JN,17010
KEI,KEIGHLY,KEIGHLEY,17011
,KEIGWVR,KEIGHLEY & WVLR,17012
XOB,OXHP,OXENHOPE,17013
CFL,CFLATTS,CROSSFLATTS,17014
BIY,BNGY,BINGLEY,17016
SAE,SAIR,SALTAIRE,17017
,SHPYWJN,SHIPLEY WEST JN,17018
BDQ,BRADFS,BRADFORD FORSTER SQUARE,17019
,SHPYSJN,SHIPLEY SOUTH JN,17020
FZH,FRZNGHL,FRIZINGHALL,17021
,SHPYEJN,SHIPLEY EAST JN,17022
SHY,SHPY,SHIPLEY,17033
,SHPYCE,SHIPLEY CROSSLEY EVANS,17034
,SHPYCEA,SHIPLEY C EVANS (DC),17035
,SHPYSPJ,SPRINGS JN,17036
BLD,BAILDON,BAILDON,17038
,SHPYESJ,ESHOLT JN,17039
MNN,MENSTON,MENSTON,17041
BUW,BURLYIW,BURLEY-IN-WHARFEDALE,17045
APY,APERLYB,APPERLEY BRIDGE,17050
GSY,GUISELY,GUISELEY,17051
,SHPYDJN,DOCKFIELD JN,17052
,APERLYJ,APPERLEY JN,17053
BEY,BNRHYDN,BEN RHYDDING,17054
ILK,ILKLEY,ILKLEY,17055
,LEED421,LEEDS SIG L4421,17093
,LEED615,LEEDS SIG L3615,17094
,LEED631,LEEDS SIG L3631,17095
,LEED613,LEEDS SIG L3613,17096
,LEED606,LEEDS SIG L3606,17097
BUY,BRLEYPK,BURLEY PARK,17101
HDY,HEDNGLY,HEADINGLEY,17103
,HSFTTBS,HORSFORTH TURNBACK SIDINGS,17104
HRS,HSFT,HORSFORTH,17105
WET,WEETON,WEETON,17107
,RIGTON,RIGTON LC,17108
PNL,PANNAL,PANNAL,17109
,NEVLGBF,NEVILLE HILL UP SDGS GBRF,17111
CRG,CSGT,CROSS GATES,17112
,NEVLEJN,NEVILLE H. EAST JN,17113
,NEVLHUS,NEVILLE HILL UP SIDINGS,17114
XNL,NEVLTMD,NEVILLE HILL T&R.S.M.D,17115
,NEVLFPT,NEVILLE HILL DEPOT (EWS),17116
,LEED190,LEEDS SIG L190,17117
,NEVLWJN,NEVILLE H. WEST JN,17117
,NEVLFHH,NEVILLE HILL DEPOT (FHH),17118
,HNSLTIL,HUNSLET TILCON,17119
,HNSLTE,HUNSLET EAST T.C.,17120
,HNSLTH,HUNSLET EAST HANSON,17121
,HNSLTGB,HUNSLET TILCON GBRF,17123
,HNSLCSL,HUNSLET EAST (LCSL),17124
,LEED692,LEEDS SIGNAL 3692,17125
,LEED694,LEEDS SIG L3694,17126
,LEEDSEJ,LEEDS EAST JN.,17126
,MRLNTIL,MARSH LANE TILCON,17128
,MRLNJN,MARSH LANE JN LEEDS,17129
,WHRDGBF,LEEDS WHITEHALL RD GBRF,17130
,LEEDSWJ,LEEDS WEST JUNCTION,17131
LDS,LEEDS,LEEDS,17132
,LEED774,LEEDS SIG L774,17133
,WHRDWRD,LEEDS WHITEHALL ROAD,17134
,WHRDJN,WHITEHALL JN,17135
,ARMLJCN,ARMLEY JUNCTION,17136
,KRKSLUL,KIRKSTALL UP LOOP,17137
,KRKSLDL,KIRKSTALL DOWN LOOP,17138
,KRKSXO,KIRKSTALL CROSSOVER,17139
KLF,KRKSLFR,KIRKSTALL FORGE,17140
,WHRDGF,WHITEHALL RD GF,17142
COT,COTNGLY,COTTINGLEY,17143
MLY,MRLY,MORLEY,17145
,LEED629,LEEDS SIG L3629,17148
XES,ESJLEDS,ENGINE SHED JN.,17149
,HOLBSDG,HOLBECK LOCO SIDINGS,17150
,HOLBJCN,HOLBECK JUNCTION,17151
,COPHWJN,COPLEY HILL WEST JCN,17152
,HOLBFHH,HOLBECK LOCO SHED (FHH),17153
,HNSLTSJ,HUNSLET STATION JN,17163
,HNSL487,HUNSLET STN JN SIG 4487,17164
,HNSLMID,MIDDLETON LIGHT RAILWAY,17165
,HNSLCR,HUNSLET YARD COLAS RAIL,17166
,HNSLSOJ,HUNSLET SOUTH JN,17167
,HNSLFHH,HUNSLET YARD (FLHH),17169
,HNSLSS,HUNSLET S.S.,17170
,HNSLTPL,HUNSLET TPL GBRF,17171
,LEEDFHH,LEEDS BALM RD LOCO (FHH),17172
,LEEDBFD,LEEDS BALM ROAD F.D.,17173
,LEEDMWL,LEEDS MIDLAND RD WHL LATHE,17174
,LEEDRMC,LEEDS STOURTON RMC,17175
,STRT912,STOURTON NECK SIG S912,17176
,STRTJRV,STOURTON JN REVERSE,17177
,LEED928,LEEDS SIG L928,17178
,LEED929,LEEDS SIG L929,17179
,STRTNDS,STOURTON DOWN SIDING,17180
,STRTDFS,STOURTON D & F STEELS,17181
,STRTJN,STOURTON JN,17182
,STRTNBS,STOURTON B.S.C.,17183
,LEEDFLT,LEEDS F.L.T.,17184
,STRTRFS,STOURTON FLT C&W RFS ENG,17185
,STRTFHH,STOURTON DOWN SIDINGS FLHH,17186
,STRT921,STOURTON SIGNAL S921,17187
,STRT930,STOURTON SIGNAL S930,17188
WDS,WDLESFD,WOODLESFORD,17189
,LEEDRGB,STOURTON CEMEX GBRF,17190
,METHLYJ,METHLEY JN,17192
,ALTFTJN,ALTOFTS JN,17196
,NORMPW,WAKEFIELD EUROPORT,17197
,NORMCW,WAKEFIELD EUROPORT C&W RFD,17198
,NORMGF,WAKEFIELD EUROTERMINAL GF,17199
,NORMFLT,WAKEFIELD EUROPORT FLINERS,17201
,NORMGBF,WAKEFIELD EUROPORT GBRF,17202
GLH,GLASHTN,GLASSHOUGHTON,17302
,PROWLCL,PRINCE OF WALES RJB MINING,17305
,PROWFHH,PRINCE OF WALES (FLHH),17306
,DRAXGGB,DRAX PS GYPSUM GBRF,17988
,DRAXD16,DRAX PS SIGNAL D16,17989
,KELNGBR,KELLINGLEY COLLIERY GBRf,17990
,DRAXD17,DRAX PS SIGNAL D17,17991
,DRAXGYP,DRAX GYPSUM LOADING POINT,17992
,SDFRDGB,SUDFORTH LANE DOWN (GBRF),17994
,EGBRGBF,EGGBOROUGH P.S. (GBRF),17995
,SDFRUFH,SUDFORTH LANE UP RS (FLHH),17996
,DRAXEWS,DRAX PFA LOADING PT (EWS),17997
,DRAXGBR,DRAX AES (GBRF),17998
,WHTBJCN,EGGBORO' (WHITLEY BDGE JN),17999
,DRAXFHH,DRAX AES (FLHH),18000
,DRAXCEG,DRAX POWER STATION,18001
,SDFRTUR,SUDFORTH LANE UP RS,18002
,DRAXBJ,DRAX BRANCH JUNCTION,18003
,KELNFHH,KELLINGLEY COLLIERY (FLHH),18004
HEL,HENSALL,HENSALL,18005
,EGBRFLH,EGGBOROUGH P.S. (FLHH),18006
,EGBROPS,EGGBOROUGH POWER STATION,18007
WBD,WHTBDGE,WHITLEY BRIDGE,18008
,KELNGLY,KELLINGLEY COLLIERY,18009
,SDFRTSB,SUDFORTH LANE SIGNAL BOX,18010
,SDFRTLA,SUDFORTH LANE DOWN (EWS),18011
,SDFRFHH,SUDFORTH LANE (FLHH),18012
,KNTNELL,ENGLAND LANE LC,18013
,KNTNGSJ,KNOTTINGLEY SOUTH JN,18014
,KNTNGEJ,KNOTTINGLEY EAST JN,18015
,KNTNGWJ,KNOTTINGLEY WEST JN,18016
,KNTN402,KNOTTINGLEY SIG FE6402,18017
,KNTNLIP,KNOTTINGLEY T.M.D.,18018
,KNTNYFD,KNOTTINGLEY DEPOT,18018
,KNTNWRD,KNOTTINGLEY W.R.D.,18019
,KNTNGFD,KNOTTINGLEY F.D.,18020
,KNTNSDG,KNOTTINGLEY SIDINGS,18020
,KNTNGJK,KNOTTINGLEY JACKSONS,18021
KNO,KNTNGLY,KNOTTINGLEY,18022
,KNTNFHH,KNOTTINGLEY TMD (FHH),18023
,PTFTMGJ,PONTEFRACT EAST JUNCTION,18024
PFM,PTFTMHL,PONTEFRACT MONKHILL,18025
,PTFTMHS,PONTEFRACT MONKHILL SDGS,18026
,PTFTFHH,PONTEFRACT M'HILL SDG FHH,18027
POT,PTFTTSF,PONTEFRACT TANSHELF,18028
,KNTN418,KNOTTINGLEY SIG FE6418,18029
,KNTN417,KNOTTINGLEY SIG FE6417,18030
FEA,FTHRSTN,FEATHERSTONE,18031
SHC,STHS,STREETHOUSE,18032
,CRFTESP,CROFTON EAST SPUR,18033
,CRFTNEJ,CROFTON EAST JN,18034
XRF,CRFTDEP,CROFTON DEPOT,18035
,KNTN421,KNOTTINGLEY SIG FE6421,18036
,CRFTNWJ,CROFTON WEST JN,18037
,KNTN431,KNOTTINGLEY SIG FE6431,18038
,KNTN423,KNOTTINGLEY SIG FE6423,18039
NOR,NORMNTN,NORMANTON,18041
,DRAXCRL,DRAX PS COLAS RAIL,18042
,EGBRCRL,EGGBOROUGH PS COLAS RAIL,18043
,WKK1219,WAKEFIELD SIGNAL K1219,18049
,WKK1217,WAKEFIELD SIGNAL K1217,18050
,WKK1211,WAKEFIELD WEST SIG K1211,18051
,WKK1209,WAKEFIELD WEST SIG K1209,18052
,OKNSHWJ,OAKENSHAW JN,18053
,CLDBDGJ,CALDER BRIDGE JN,18054
,TRNRSLA,TURNERS LANE JN.,18055
,WKFL249,WAKEFIELD WESTGATE SIG 249,18056
,WKFLKST,WAKEFIELD KIRKGATE S&TE,18057
WKK,WKFLDKG,WAKEFIELD KIRKGATE,18058
,WKFLDWJ,WAKEFIELD WEST JN,18059
,WKFLWSJ,WAKEFIELD WESTGATE STH JN,18060
,WKFLDEJ,WAKEFIELD EAST JN,18061
,WKFLDCC,WKFLD K. WHITHAMS COBRA,18062
,WKFLDGL,WAKEFIELD KIRKGATE GD LOOP,18063
OUT,OUTWOOD,OUTWOOD,18064
,WKFLPSD,WKFLD PRISON SDGS,18065
,WKFLDWC,WAKEFIELD W. CAR COMPOUNDS,18066
WKF,WKFLDWG,WAKEFIELD WESTGATE,18067
,HAREPKJ,HARE PARK JUNCTION,18068
SNA,SABR,SANDAL & AGBRIGG,18069
,WRNTHPS,WRENTHORPE RECP.,18070
FZW,FITZWLM,FITZWILLIAM,18071
,HAREWIN,WINTERSETT,18072
,HAREFHH,WINTERSETT OPENCAST (FLHH),18073
,HEMSWTH,HEMSWORTH LOOP,18074
,SKIRBYJ,SOUTH KIRKBY JN,18076
SES,SELMSAL,SOUTH ELMSALL,18077
,WRNTHRP,WRENTHORPE RP GBRF,18078
,WRNTGBR,WRENTHORPE GBRF,18079
,MNCKCCC,ROYSTON MONCKTON C.C.C.,18081
,OKNSHSJ,OAKENSHAW SOUTH JN,18082
,RYSTNJ,ROYSTON JN.,18083
,MNKBLP,MONK BRETTON LOOP,18085
,MNKBRRF,MONK BRETTON REDFEARNS,18086
,MNKBRRG,MONK BRETTON REDFEARNS GBR,18087
,ASKRNLC,NORTON LEVEL CROSSING,18103
,MORTHGL,MOORTHORPE GOODS LOOP,18303
,MORT586,MOORTHORPE SIGNAL L6586,18304
MRP,MORTHRP,MOORTHORPE,18305
,MORTHSJ,MOORTHORPE SOUTH JN,18305
DRT,DRTN,DARTON,18402
,WESSNCB,WOOLLEY WEST SIDE MED,18403
,WOLEYCS,WOOLLEY COAL SDGS S.B.,18404
,HORBRSJ,HORBURY STATION JN,18412
XHB,HORBOM,HORBURY BOMBARDIER,18413
,HORBRYJ,HORBURY JN,18414
,HORBMAF,HORBURY STORRS HILL,18415
,HORBMAR,HORBURY MARCROFT ENG,18416
,HORBUGL,HORBURY UP GOODS LOOP,18417
XHM,HLYMLS,HEALEY MILLS S.S.,18420
,HLYMTMD,HEALEY MILLS T.M.D.,18421
,HLYMARS,HEALEY MILLS YD MARSHALLS,18422
,HLYMBJN,HEALEY MILLS B JN,18424
,HLYMAJN,HEALEY MILLS A JN,18425
,HLYM147,HEALEY MILLS SIGNAL 147,18426
,HLYM149,HEALEY MILLS SIGNAL 149,18427
,HLYM209,HEALEY MILLS SIGNAL 209,18428
,HLYM181,HEALEY MILLS SIGNAL 181,18429
,HLYM182,HEALEY MILLS SIGNAL 182,18430
,DWBYEJN,DEWSBURY EAST JN,18431
,DWBYBC,DEWSBURY BLUE CIRCLE,18432
,DWBYTIL,DEWSBURY TILCON,18433
,DWBYGBR,DEWSBURY TILCON GBRF,18434
BTL,BATLEY,BATLEY,18437
DEW,DWBY,DEWSBURY,18438
RVN,RTHP,RAVENSTHORPE,18439
,THHLNWJ,THORNHILL L.N.W. JN.,18440
MIR,MIRFILD,MIRFIELD,18441
,MIRFEJN,MIRFIELD EAST JN,18442
,HETNLJN,HEATON LODGE JN,18443
,HETNLEJ,HEATON LODGE EAST JN,18444
,MLNRYDJ,MILNER ROYD JN,18445
,GRTLBP,GREETLAND B.P. OIL,18446
,GRTLNDJ,GREETLAND JN,18447
SOW,SWRBBDG,SOWERBY BRIDGE,18448
HBD,HBDNBDG,HEBDEN BRIDGE,18449
,HBDNURS,HEBDEN BRIDGE U R S,18450
MYT,MYTHLMR,MYTHOLMROYD,18451
ELN,ELLAND,ELLAND,18453
BGH,BRHOUSE,BRIGHOUSE,18455
,GRTL307,GREETLAND JN SIGNAL DH307,18456
,GRTL308,GREETLAND JN SIGNAL DH308,18457
,HBDN504,HEBDEN BRIDGE SIG HG1504,18458
LMR,LOWMOOR,LOW MOOR,18461
,RPLYJN,RIPLEY JUNCTION,18462
HFX,HLFX,HALIFAX,18464
,HLFXRS,HALIFAX REVERSING SDGS,18465
,DYCLJN,DRYCLOUGH JN,18466
,BRLYWJN,BRADLEY WOOD JN,18469
,BRLYJN,BRADLEY JN,18471
DHN,DEIGHTN,DEIGHTON,18472
,HDRS770,HUDDERSFIELD SIG HU770,18473
HUD,HDRSFLD,HUDDERSFIELD,18474
,HDRSSDG,HUDDERSFIELD SIDINGS,18475
SWT,SLTHWTE,SLAITHWAITE,18477
,HDRS412,HUDDERSFIELD HU1412,18478
MSN,MRSN,MARSDEN,18479
,HDRS408,HUDDERSFIELD SIG HU1408,18480
,CLYTNWJ,CLAYTON WEST JUNCTION,18481
,SPWDJN,SPRINGWOOD JN,18486
LCK,LKWD,LOCKWOOD,18487
BBW,BERRYB,BERRY BROW,18488
HOY,HONLEY,HONLEY,18489
BHS,BKHLS,BROCKHOLES,18492
SSM,STKSMR,STOCKSMOOR,18494
SPY,SPLY,SHEPLEY,18496
DBD,DNDL,DENBY DALE,18498
,LAISWJN,LAISTERDYKE SIG HB3826,18629
,LAISEMR,LAISTERDYKE E.M.RECYCLING,18630
,BRADHSJ,HAMMERTON STREET JUNCTION,18632
,MLLNJN,MILL LANE JN,18635
BDI,BRADIN,BRADFORD INTERCHANGE,18641
NPD,NPUD,NEW PUDSEY,18651
BLE,BRMLYSR,BRAMLEY,18654
,WTLYWXO,WORTLEY WEST CROSSOVER,18659
,FILEGRS,GRISTHORPE,19001
FIL,FILEY,FILEY,19002
HUB,HUNMNBY,HUNMANBY,19004
,BEMPSPE,SPEETON,19005
BEM,BEMPTON,BEMPTON,19006
BDT,BRDLNGT,BRIDLINGTON,19007
,BRDLCAR,CARNABY,19009
,NAFEBAG,BURTON AGNES,19012
NFN,NAFERTN,NAFFERTON,19015
DRF,DRIFILD,DRIFFIELD,19016
,DRIFD54,DRIFFIELD GPL D54,19017
HUT,HTNCRNS,HUTTON CRANSWICK,19018
ARR,ARRAM,ARRAM,19019
BEV,BEVERLY,BEVERLEY,19023
CGM,CTTGHM,COTTINGHAM,19031
,HULLWLN,WALTON STREET JN,19035
,HULLWPN,WEST PARADE NORTH JN,19039
XBG,HULLDMU,BOTANIC GARDENS D.M.U.D.,19101
HUL,HULL,HULL,19105
,HULLSS,HULL STATION SIDINGS,19106
,HULLARJ,ANLABY ROAD JN,19107
,HESSLRD,HESSLE ROAD JN.,19109
,HULLSBP,HULL SALTEND B.P.,19111
,HULLMAR,HULL SALTEND MARCROFT,19112
,HULLSTT,HULL DOCKS STEEL TERML EWS,19113
,HULLCT,HULL COAL TERMINAL,19114
,HULLHRS,HEDON ROAD SIDINGS,19115
,HULLHRC,HULL HEDON RD COAL SDGS,19116
,HULLSNS,HULL SALTEND NEW SIDINGS,19117
,HULLSTF,HULL STEEL TERMINAL (FLHH),19118
,HULLKGF,HULL KINGSTON TERMINAL FHH,19119
,HULLCGB,HULL COAL TERMINAL (GBRF),19120
,HULLKGD,HULL KING GEORGE V DOCK,19121
,HULLKGG,HULL KING GEO V DOCK GBRF,19122
,HULLDKG,HULL DOCK SECURITY GATES,19123
,HULLBT,HULL BULK TERMINAL GBRF,19124
,HESSR49,HESSLE ROAD JN SIG HR49,19125
,HULLBGJ,HULL BRIDGES JN,19126
,HULLSBN,SPRING BANK NORTH JN,19127
,HULL59,HULL SIGNAL HR59,19128
,HULLSBS,SPRING BANK SOUTH JN,19129
,HULLBQS,HULL K G V DOCK B QUAY SDG,19130
,HULLBIO,HULL BIOMASS LP (DBC),19131
,HULLBIG,HULL BIOMASS GBRF,19132
,HULLDTG,HULL DAIRYCOATES TLCN GBRF,19166
,HULLDCT,HULL DAIRYCOATES TILCON,19167
,HESSLEE,HESSLE EAST JN.,19169
,HULLY,HULL S.S.,19170
,HULLFHH,HULL YARD (FLHH),19171
,HESSEJS,HESSLE EAST JN SIDINGS,19172
,HESSGBF,HESSLE C AND W (GBRF),19173
,HESS37,HESSLE EAST JN SIGNAL 37,19174
HES,HESSLE,HESSLE,19195
,HESSL35,HESSLE GPL HR35,19196
FRY,FERRIBY,FERRIBY,19199
,FERR747,FERRIBY SIGNAL 747,19200
,FERR752,FERRIBY SIGNAL 752,19201
,MELMBC,MELTON (FERRIBY) OMYA UK,19202
,BROUXO,BROUGH CROSSOVER,19210
BUH,BROUGH,BROUGH,19211
,MELMLC,MELTON LANE L.C.,19212
BMF,BRFT,BROOMFLEET,19213
,BROUCCL,CRABLEY CREEK L.C.,19214
GBD,GLBRDYK,GILBERDYKE,19215
,GLBR901,GILBERDYKE SIGNAL 1901,19216
EGN,ESTRNGT,EASTRINGTON,19218
HOW,HOWDEN,HOWDEN,19221
WRS,WRESSLE,WRESSLE,19224
,GOOLPGJ,POTTERS GRANGE JN,19998
,GOOLEDK,GOOLE DOCKS,20000
,GOOLESJ,ENGINE SHED JN GOOLE,20001
GOO,GOOLE,GOOLE,20002
,GOOLES,GOOLE T.C.,20003
,GOOLLOP,GOOLE UP GOODS LOOP,20004
,GOOLUSS,GOOLE UP STATION SDG,20006
SAM,SLTMRSH,SALTMARSHE,20007
,GOOLEGW,GOOLE GLASSWORKS,20008
,GOOLEGG,GOOLE GLASSWORKS GBRF,20009
RWC,RAWCLIF,RAWCLIFFE,20011
SNI,SNAITH,SNAITH,20014
TNN,THORNEN,THORNE NORTH,20055
,THORCRK,CREYKES,20059
BAU,BRTHMBR,BARTON-ON-HUMBER,21001
BAV,BARWHVN,BARROW HAVEN,21004
NHL,NHOL,NEW HOLLAND,21005
GOX,GOXHILL,GOXHILL,21006
,NHOLBS,NEW HOLLAND BULK SERVICES,21007
